Province/State,Country/Region,Lat,Long,Date,Confirmed,Deaths,Recovered,Active,WHO Region
,Mauritius,-20.348404,57.552152,5/13/2020,332,10,322,0,Africa
,Mexico,23.6345,-102.5528,5/13/2020,40186,4220,26990,8976,Americas
,Moldova,47.4116,28.3699,5/13/2020,5406,185,2176,3045,Europe
,Monaco,43.7333,7.4167,5/13/2020,96,4,87,5,Europe
,Mongolia,46.8625,103.8467,5/13/2020,42,0,15,27,Western Pacific
,Montenegro,42.708678,19.37439,5/13/2020,324,9,307,8,Europe
,Morocco,31.7917,-7.0926,5/13/2020,6512,188,3131,3193,Eastern Mediterranean
,Namibia,-22.9576,18.4904,5/13/2020,16,0,11,5,Africa
,Nepal,28.1667,84.25,5/13/2020,250,0,35,215,South-East Asia
Aruba,Netherlands,12.5211,-69.9683,5/13/2020,101,3,91,7,Europe
Curacao,Netherlands,12.1696,-68.99,5/13/2020,16,1,14,1,Europe
Sint Maarten,Netherlands,18.0425,-63.0548,5/13/2020,76,15,46,15,Europe
,Netherlands,52.1326,5.2913,5/13/2020,43211,5562,0,37649,Europe
,New Zealand,-40.9006,174.886,5/13/2020,1497,21,1411,65,Western Pacific
,Nicaragua,12.865416,-85.207229,5/13/2020,25,8,7,10,Americas
,Niger,17.607789,8.081666,5/13/2020,860,49,658,153,Africa
,Nigeria,9.082,8.6753,5/13/2020,4971,164,1070,3737,Africa
,North Macedonia,41.6086,21.7453,5/13/2020,1694,95,1229,370,Europe
,Norway,60.472,8.4689,5/13/2020,8175,229,32,7914,Europe
,Oman,21.512583,55.923255,5/13/2020,4019,17,1289,2713,Eastern Mediterranean
,Pakistan,30.3753,69.3451,5/13/2020,35788,770,9695,25323,Eastern Mediterranean
,Panama,8.538,-80.7821,5/13/2020,8944,256,6067,2621,Americas
,Papua New Guinea,-6.314993,143.95555,5/13/2020,8,0,8,0,Western Pacific
,Paraguay,-23.4425,-58.4438,5/13/2020,740,11,182,547,Americas
,Peru,-9.19,-75.0152,5/13/2020,76306,2169,24324,49813,Americas
,Philippines,12.879721,121.774017,5/13/2020,11618,772,2251,8595,Western Pacific
,Poland,51.9194,19.1451,5/13/2020,17204,861,6410,9933,Europe
,Portugal,39.3999,-8.2245,5/13/2020,28132,1175,3182,23775,Europe
,Qatar,25.3548,51.1839,5/13/2020,26539,14,3143,23382,Eastern Mediterranean
,Romania,45.9432,24.9668,5/13/2020,16002,1036,7961,7005,Europe
,Russia,61.52401,105.318756,5/13/2020,242271,2212,48003,192056,Europe
,Rwanda,-1.9403,29.8739,5/13/2020,287,0,164,123,Africa
,Saint Lucia,13.9094,-60.9789,5/13/2020,18,0,18,0,Americas
,Saint Vincent and the Grenadines,12.9843,-61.2872,5/13/2020,17,0,12,5,Americas
,San Marino,43.9424,12.4578,5/13/2020,643,41,161,441,Europe
,Saudi Arabia,23.885942,45.079162,5/13/2020,44830,273,17622,26935,Eastern Mediterranean
,Senegal,14.4974,-14.4524,5/13/2020,2105,21,782,1302,Africa
,Serbia,44.0165,21.0059,5/13/2020,10295,222,3824,6249,Europe
,Seychelles,-4.6796,55.492,5/13/2020,11,0,10,1,Africa
,Singapore,1.2833,103.8333,5/13/2020,25346,21,4809,20516,Western Pacific
,Slovakia,48.669,19.699,5/13/2020,1469,27,1060,382,Europe
,Slovenia,46.1512,14.9955,5/13/2020,1463,103,260,1100,Europe
,Somalia,5.152149,46.199616,5/13/2020,1219,52,130,1037,Eastern Mediterranean
,South Africa,-30.5595,22.9375,5/13/2020,12074,219,4745,7110,Africa
,Spain,40.463667,-3.74922,5/13/2020,228691,27104,140823,60764,Europe
,Sri Lanka,7.873054,80.771797,5/13/2020,915,9,382,524,South-East Asia
,Sudan,12.8628,30.2176,5/13/2020,1818,90,198,1530,Eastern Mediterranean
,Suriname,3.9193,-56.0278,5/13/2020,10,1,9,0,Americas
,Sweden,60.128161,18.643501,5/13/2020,27909,3460,0,24449,Europe
,Switzerland,46.8182,8.2275,5/13/2020,30413,1870,27100,1443,Europe
,Taiwan*,23.7,121,5/13/2020,440,7,375,58,Western Pacific
,Tanzania,-6.369028,34.888822,5/13/2020,509,21,183,305,Africa
,Thailand,15.870032,100.992541,5/13/2020,3017,56,2844,117,South-East Asia
,Togo,8.6195,0.8248,5/13/2020,219,11,96,112,Africa
,Trinidad and Tobago,10.6918,-61.2225,5/13/2020,116,8,107,1,Americas
,Tunisia,33.886917,9.537499,5/13/2020,1032,45,759,228,Eastern Mediterranean
,Turkey,38.9637,35.2433,5/13/2020,143114,3952,101715,37447,Europe
,Uganda,1.373333,32.290275,5/13/2020,139,0,55,84,Africa
,Ukraine,48.3794,31.1656,5/13/2020,16425,439,3716,12270,Europe
,United Arab Emirates,23.424076,53.847818,5/13/2020,20386,206,6523,13657,Eastern Mediterranean
Bermuda,United Kingdom,32.3078,-64.7505,5/13/2020,121,8,66,47,Europe
Cayman Islands,United Kingdom,19.3133,-81.2546,5/13/2020,86,1,54,31,Europe
Channel Islands,United Kingdom,49.3723,-2.3644,5/13/2020,548,43,456,49,Europe
Gibraltar,United Kingdom,36.1408,-5.3536,5/13/2020,147,0,144,3,Europe
Isle of Man,United Kingdom,54.2361,-4.5481,5/13/2020,332,23,274,35,Europe
Montserrat,United Kingdom,16.742498,-62.187366,5/13/2020,11,1,8,2,Europe
,United Kingdom,55.3781,-3.436,5/13/2020,220915,33216,0,187699,Europe
,Uruguay,-32.5228,-55.7658,5/13/2020,719,19,545,155,Americas
,US,40,-100,5/13/2020,1396110,85234,243430,1067446,Americas
,Uzbekistan,41.377491,64.585262,5/13/2020,2612,11,2076,525,Europe
,Venezuela,6.4238,-66.5897,5/13/2020,423,10,220,193,Americas
,Vietnam,14.058324,108.277199,5/13/2020,288,0,252,36,Western Pacific
,Zambia,-13.133897,27.849332,5/13/2020,446,7,124,315,Africa
,Zimbabwe,-19.015438,29.154857,5/13/2020,37,4,12,21,Africa
,Dominica,15.415,-61.371,5/13/2020,16,0,15,1,Americas
,Grenada,12.1165,-61.679,5/13/2020,21,0,13,8,Americas
,Mozambique,-18.665695,35.529562,5/13/2020,104,0,0,104,Africa
,Syria,34.802075,38.996815,5/13/2020,48,3,0,45,Eastern Mediterranean
,Timor-Leste,-8.874217,125.727539,5/13/2020,24,0,0,24,South-East Asia
,Belize,17.1899,-88.4976,5/13/2020,18,2,16,0,Americas
,Laos,19.85627,102.495496,5/13/2020,19,0,14,5,Western Pacific
,Libya,26.3351,17.228331,5/13/2020,64,3,28,33,Eastern Mediterranean
,West Bank and Gaza,31.9522,35.2332,5/13/2020,375,2,310,63,Eastern Mediterranean
,Guinea-Bissau,11.8037,-15.1804,5/13/2020,836,3,26,807,Africa
,Mali,17.570692,-3.996166,5/13/2020,758,44,412,302,Africa
,Saint Kitts and Nevis,17.357822,-62.782998,5/13/2020,15,0,14,1,Americas
Northwest Territories,Canada,64.8255,-124.8457,5/13/2020,5,0,0,5,Americas
Yukon,Canada,64.2823,-135,5/13/2020,11,0,0,11,Americas
,Kosovo,42.602636,20.902977,5/13/2020,919,29,671,219,Europe
,Burma,21.9162,95.956,5/13/2020,181,6,79,96,South-East Asia
Anguilla,United Kingdom,18.2206,-63.0686,5/13/2020,3,0,3,0,Europe
British Virgin Islands,United Kingdom,18.4207,-64.64,5/13/2020,7,1,4,2,Europe
Turks and Caicos Islands,United Kingdom,21.694,-71.7979,5/13/2020,12,1,10,1,Europe
,Botswana,-22.3285,24.6849,5/13/2020,24,1,17,6,Africa
,Burundi,-3.3731,29.9189,5/13/2020,15,1,7,7,Africa
,Sierra Leone,8.460555,-11.779889,5/13/2020,387,26,97,264,Africa
,Malawi,-13.2543,34.3015,5/13/2020,63,3,24,36,Africa
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,5/13/2020,13,0,13,0,Europe
Saint Pierre and Miquelon,France,46.8852,-56.3159,5/13/2020,1,0,1,0,Europe
,South Sudan,6.877,31.307,5/13/2020,203,0,2,201,Africa
,Western Sahara,24.2155,-12.8858,5/13/2020,6,0,6,0,Africa
,Sao Tome and Principe,0.1864,6.6131,5/13/2020,220,6,4,210,Africa
,Yemen,15.552727,48.516388,5/13/2020,70,12,1,57,Eastern Mediterranean
,Comoros,-11.6455,43.3333,5/13/2020,11,1,0,10,Africa
,Tajikistan,38.861,71.2761,5/13/2020,801,23,0,778,Europe
,Lesotho,-29.61,28.2336,5/13/2020,1,0,0,1,Africa
,Afghanistan,33.93911,67.709953,5/14/2020,5639,136,691,4812,Eastern Mediterranean
,Albania,41.1533,20.1683,5/14/2020,898,31,694,173,Europe
,Algeria,28.0339,1.6596,5/14/2020,6442,529,3158,2755,Africa
,Andorra,42.5063,1.5218,5/14/2020,761,49,596,116,Europe
,Angola,-11.2027,17.8739,5/14/2020,48,2,14,32,Africa
,Antigua and Barbuda,17.0608,-61.7964,5/14/2020,25,3,19,3,Americas
,Argentina,-38.4161,-63.6167,5/14/2020,7134,353,2385,4396,Americas
,Armenia,40.0691,45.0382,5/14/2020,3860,49,1572,2239,Europe
Australian Capital Territory,Australia,-35.4735,149.0124,5/14/2020,107,3,104,0,Western Pacific
New South Wales,Australia,-33.8688,151.2093,5/14/2020,3071,45,2605,421,Western Pacific
Northern Territory,Australia,-12.4634,130.8456,5/14/2020,29,0,27,2,Western Pacific
Queensland,Australia,-27.4698,153.0251,5/14/2020,1054,6,1031,17,Western Pacific
South Australia,Australia,-34.9285,138.6007,5/14/2020,439,4,434,1,Western Pacific
Tasmania,Australia,-42.8821,147.3272,5/14/2020,227,13,188,26,Western Pacific
Victoria,Australia,-37.8136,144.9631,5/14/2020,1540,18,1407,115,Western Pacific
Western Australia,Australia,-31.9505,115.8605,5/14/2020,552,9,538,5,Western Pacific
,Austria,47.5162,14.5501,5/14/2020,16058,626,14405,1027,Europe
,Azerbaijan,40.1431,47.5769,5/14/2020,2879,35,1833,1011,Europe
,Bahamas,25.025885,-78.035889,5/14/2020,96,11,41,44,Americas
,Bahrain,26.0275,50.55,5/14/2020,6198,10,2353,3835,Eastern Mediterranean
,Bangladesh,23.685,90.3563,5/14/2020,18863,283,3361,15219,South-East Asia
,Barbados,13.1939,-59.5432,5/14/2020,85,7,65,13,Americas
,Belarus,53.7098,27.9534,5/14/2020,26772,151,8168,18453,Europe
,Belgium,50.8333,4.469936,5/14/2020,54288,8903,14111,31274,Europe
,Benin,9.3077,2.3158,5/14/2020,339,2,83,254,Africa
,Bhutan,27.5142,90.4336,5/14/2020,20,0,5,15,South-East Asia
,Bolivia,-16.2902,-63.5887,5/14/2020,3372,152,356,2864,Americas
,Bosnia and Herzegovina,43.9159,17.6791,5/14/2020,2218,122,1272,824,Europe
,Brazil,-14.235,-51.9253,5/14/2020,203165,13999,79479,109687,Americas
,Brunei,4.5353,114.7277,5/14/2020,141,1,134,6,Western Pacific
,Bulgaria,42.7339,25.4858,5/14/2020,2100,99,531,1470,Europe
,Burkina Faso,12.2383,-1.5616,5/14/2020,773,51,592,130,Africa
,Cabo Verde,16.5388,-23.0418,5/14/2020,315,2,67,246,Africa
,Cambodia,11.55,104.9167,5/14/2020,122,0,121,1,Western Pacific
,Cameroon,3.848,11.5021,5/14/2020,2954,139,1553,1262,Africa
Alberta,Canada,53.9333,-116.5765,5/14/2020,6457,121,0,6336,Americas
British Columbia,Canada,53.7267,-127.6476,5/14/2020,2392,135,0,2257,Americas
Manitoba,Canada,53.7609,-98.8139,5/14/2020,289,7,0,282,Americas
New Brunswick,Canada,46.5653,-66.4619,5/14/2020,120,0,0,120,Americas
Newfoundland and Labrador,Canada,53.1355,-57.6604,5/14/2020,261,3,0,258,Americas
Nova Scotia,Canada,44.682,-63.7443,5/14/2020,1026,51,0,975,Americas
Ontario,Canada,51.2538,-85.3232,5/14/2020,22865,1915,0,20950,Americas
Prince Edward Island,Canada,46.5107,-63.4168,5/14/2020,27,0,0,27,Americas
Quebec,Canada,52.9399,-73.5491,5/14/2020,40732,3352,0,37380,Americas
Saskatchewan,Canada,52.9399,-106.4509,5/14/2020,582,7,0,575,Americas
,Central African Republic,6.6111,20.9394,5/14/2020,143,0,10,133,Africa
,Chad,15.4542,18.7322,5/14/2020,399,46,83,270,Africa
,Chile,-35.6751,-71.543,5/14/2020,42029,368,15655,26006,Americas
Anhui,China,31.8257,117.2264,5/14/2020,991,6,985,0,Western Pacific
Beijing,China,40.1824,116.4142,5/14/2020,593,9,574,10,Western Pacific
Chongqing,China,30.0572,107.874,5/14/2020,579,6,573,0,Western Pacific
Fujian,China,26.0789,117.9874,5/14/2020,356,1,355,0,Western Pacific
Gansu,China,35.7518,104.2861,5/14/2020,139,2,137,0,Western Pacific
Guangdong,China,23.3417,113.4244,5/14/2020,1589,8,1579,2,Western Pacific
Guangxi,China,23.8298,108.7881,5/14/2020,254,2,252,0,Western Pacific
Guizhou,China,26.8154,106.8748,5/14/2020,147,2,145,0,Western Pacific
Hainan,China,19.1959,109.7453,5/14/2020,168,6,162,0,Western Pacific
Hebei,China,39.549,116.1306,5/14/2020,328,6,0,322,Western Pacific
Heilongjiang,China,47.862,127.7615,5/14/2020,945,13,930,2,Western Pacific
Henan,China,37.8957,114.9042,5/14/2020,1276,22,0,1254,Western Pacific
Hong Kong,China,22.3,114.2,5/14/2020,1051,4,1009,38,Western Pacific
Hubei,China,30.9756,112.2707,5/14/2020,68134,4512,63616,6,Western Pacific
Hunan,China,27.6104,111.7088,5/14/2020,1019,4,1015,0,Western Pacific
Inner Mongolia,China,44.0935,113.9448,5/14/2020,209,1,194,14,Western Pacific
Jiangsu,China,32.9711,119.455,5/14/2020,653,0,653,0,Western Pacific
Jiangxi,China,27.614,115.7221,5/14/2020,937,1,936,0,Western Pacific
Jilin,China,43.6661,126.1923,5/14/2020,138,1,108,29,Western Pacific
Liaoning,China,41.2956,122.6085,5/14/2020,149,2,144,3,Western Pacific
Macau,China,22.1667,113.55,5/14/2020,45,0,43,2,Western Pacific
Ningxia,China,37.2692,106.1655,5/14/2020,75,0,75,0,Western Pacific
Qinghai,China,35.7452,95.9956,5/14/2020,18,0,18,0,Western Pacific
Shaanxi,China,35.1917,108.8701,5/14/2020,308,3,300,5,Western Pacific
Shandong,China,36.3427,118.1498,5/14/2020,788,7,778,3,Western Pacific
Shanghai,China,31.202,121.4491,5/14/2020,660,7,638,15,Western Pacific
Shanxi,China,37.5777,112.2922,5/14/2020,198,0,198,0,Western Pacific
Sichuan,China,30.6171,102.7103,5/14/2020,561,3,558,0,Western Pacific
Tianjin,China,39.3054,117.323,5/14/2020,191,3,187,1,Western Pacific
Tibet,China,31.6927,88.0924,5/14/2020,1,0,1,0,Western Pacific
Xinjiang,China,41.1129,85.2401,5/14/2020,76,3,73,0,Western Pacific
Yunnan,China,24.974,101.487,5/14/2020,185,2,183,0,Western Pacific
Zhejiang,China,29.1832,120.0934,5/14/2020,1268,1,1267,0,Western Pacific
,Colombia,4.5709,-74.2973,5/14/2020,13610,525,3358,9727,Americas
,Congo (Brazzaville),-0.228,15.8277,5/14/2020,391,15,87,289,Africa
,Congo (Kinshasa),-4.0383,21.7587,5/14/2020,1242,50,157,1035,Africa
,Costa Rica,9.7489,-83.7534,5/14/2020,830,8,535,287,Americas
,Cote d'Ivoire,7.54,-5.5471,5/14/2020,1971,24,930,1017,Africa
,Croatia,45.1,15.2,5/14/2020,2221,94,1850,277,Europe
,Cuba,21.521757,-77.781167,5/14/2020,1830,79,1383,368,Americas
,Cyprus,35.1264,33.4299,5/14/2020,907,17,481,409,Europe
,Czechia,49.8175,15.473,5/14/2020,8351,293,5241,2817,Europe
Faroe Islands,Denmark,61.8926,-6.9118,5/14/2020,187,0,187,0,Europe
Greenland,Greenland,71.7069,-42.6043,5/14/2020,11,0,11,0,Europe
,Denmark,56.2639,9.5018,5/14/2020,10713,537,8805,1371,Europe
,Djibouti,11.8251,42.5903,5/14/2020,1284,3,905,376,Eastern Mediterranean
,Dominican Republic,18.7357,-70.1627,5/14/2020,11320,422,3351,7547,Americas
,Ecuador,-1.8312,-78.1834,5/14/2020,30502,2338,3433,24731,Americas
,Egypt,26.820553,30.802498,5/14/2020,10829,571,2626,7632,Eastern Mediterranean
,El Salvador,13.7942,-88.8965,5/14/2020,1112,23,405,684,Americas
,Equatorial Guinea,1.6508,10.2679,5/14/2020,583,7,13,563,Africa
,Eritrea,15.1794,39.7823,5/14/2020,39,0,38,1,Africa
,Estonia,58.5953,25.0136,5/14/2020,1758,62,909,787,Europe
,Eswatini,-26.5225,31.4659,5/14/2020,187,2,51,134,Africa
,Ethiopia,9.145,40.4897,5/14/2020,272,5,108,159,Africa
,Fiji,-17.7134,178.065,5/14/2020,18,0,14,4,Western Pacific
,Finland,61.92411,25.748151,5/14/2020,6145,287,4300,1558,Europe
French Guiana,France,3.9339,-53.1258,5/14/2020,164,1,124,39,Europe
French Polynesia,France,-17.6797,149.4068,5/14/2020,60,0,59,1,Europe
Guadeloupe,France,16.265,-61.551,5/14/2020,155,13,109,33,Europe
Mayotte,France,-12.8275,45.166244,5/14/2020,1210,16,627,567,Europe
New Caledonia,France,-20.904305,165.618042,5/14/2020,18,0,18,0,Europe
Reunion,France,-21.1151,55.5364,5/14/2020,440,0,354,86,Europe
Saint Barthelemy,France,17.9,-62.8333,5/14/2020,6,0,6,0,Europe
St Martin,France,18.0708,-63.0501,5/14/2020,39,3,30,6,Europe
Martinique,France,14.6415,-61.0242,5/14/2020,189,14,91,84,Europe
,France,46.2276,2.2137,5/14/2020,176712,27381,58300,91031,Europe
,Gabon,-0.8037,11.6094,5/14/2020,1104,10,182,912,Africa
,Gambia,13.4432,-15.3101,5/14/2020,23,1,10,12,Africa
,Georgia,42.3154,43.3569,5/14/2020,667,12,383,272,Europe
,Germany,51.165691,10.451526,5/14/2020,174478,7884,150300,16294,Europe
,Ghana,7.9465,-1.0232,5/14/2020,5530,24,674,4832,Africa
,Greece,39.0742,21.8243,5/14/2020,2770,156,1374,1240,Europe
,Guatemala,15.7835,-90.2308,5/14/2020,1518,29,129,1360,Americas
,Guinea,9.9456,-9.6966,5/14/2020,2473,15,895,1563,Africa
,Guyana,4.860416,-58.93018,5/14/2020,113,10,42,61,Americas
,Haiti,18.9712,-72.2852,5/14/2020,273,20,18,235,Americas
,Holy See,41.9029,12.4534,5/14/2020,12,0,2,10,Europe
,Honduras,15.2,-86.2419,5/14/2020,2318,133,253,1932,Americas
,Hungary,47.1625,19.5033,5/14/2020,3380,436,1169,1775,Europe
,Iceland,64.9631,-19.0208,5/14/2020,1802,10,1780,12,Europe
,India,20.593684,78.96288,5/14/2020,81997,2649,27969,51379,South-East Asia
,Indonesia,-0.7893,113.9213,5/14/2020,16006,1043,3518,11445,South-East Asia
,Iran,32.427908,53.688046,5/14/2020,114533,6854,90539,17140,Eastern Mediterranean
,Iraq,33.223191,43.679291,5/14/2020,3143,115,2028,1000,Eastern Mediterranean
,Ireland,53.1424,-7.6921,5/14/2020,23827,1506,19470,2851,Europe
,Israel,31.046051,34.851612,5/14/2020,16579,265,12521,3793,Europe
,Italy,41.87194,12.56738,5/14/2020,223096,31368,115288,76440,Europe
,Jamaica,18.1096,-77.2975,5/14/2020,509,9,118,382,Americas
,Japan,36.204824,138.252924,5/14/2020,16096,742,9868,5486,Western Pacific
,Jordan,31.24,36.51,5/14/2020,586,9,393,184,Eastern Mediterranean
,Kazakhstan,48.0196,66.9237,5/14/2020,5571,32,2531,3008,Europe
,Kenya,-0.0236,37.9062,5/14/2020,758,42,284,432,Africa
,South Korea,35.907757,127.766922,5/14/2020,11018,260,9821,937,Western Pacific
,Kuwait,29.31166,47.481766,5/14/2020,11975,88,3451,8436,Eastern Mediterranean
,Kyrgyzstan,41.20438,74.766098,5/14/2020,1082,12,735,335,Europe
,Latvia,56.8796,24.6032,5/14/2020,962,19,627,316,Europe
