Province/State,Country/Region,Lat,Long,Date,Confirmed,Deaths,Recovered,Active,WHO Region
,Malta,35.9375,14.3754,5/17/2020,553,6,454,93,Europe
,Mauritania,21.0079,-10.9408,5/17/2020,62,4,7,51,Africa
,Mauritius,-20.348404,57.552152,5/17/2020,332,10,322,0,Africa
,Mexico,23.6345,-102.5528,5/17/2020,49219,5177,33329,10713,Americas
,Moldova,47.4116,28.3699,5/17/2020,6060,211,2344,3505,Europe
,Monaco,43.7333,7.4167,5/17/2020,96,4,87,5,Europe
,Mongolia,46.8625,103.8467,5/17/2020,136,0,21,115,Western Pacific
,Montenegro,42.708678,19.37439,5/17/2020,324,9,311,4,Europe
,Morocco,31.7917,-7.0926,5/17/2020,6870,192,3660,3018,Eastern Mediterranean
,Namibia,-22.9576,18.4904,5/17/2020,16,0,13,3,Africa
,Nepal,28.1667,84.25,5/17/2020,295,2,36,257,South-East Asia
Aruba,Netherlands,12.5211,-69.9683,5/17/2020,101,3,93,5,Europe
Curacao,Netherlands,12.1696,-68.99,5/17/2020,16,1,14,1,Europe
Sint Maarten,Netherlands,18.0425,-63.0548,5/17/2020,77,15,54,8,Europe
,Netherlands,52.1326,5.2913,5/17/2020,43995,5680,0,38315,Europe
,New Zealand,-40.9006,174.886,5/17/2020,1499,21,1433,45,Western Pacific
,Nicaragua,12.865416,-85.207229,5/17/2020,25,8,7,10,Americas
,Niger,17.607789,8.081666,5/17/2020,904,54,698,152,Africa
,Nigeria,9.082,8.6753,5/17/2020,5959,182,1594,4183,Africa
,North Macedonia,41.6086,21.7453,5/17/2020,1792,101,1293,398,Europe
,Norway,60.472,8.4689,5/17/2020,8249,232,32,7985,Europe
,Oman,21.512583,55.923255,5/17/2020,5186,22,1465,3699,Eastern Mediterranean
,Pakistan,30.3753,69.3451,5/17/2020,42125,903,11922,29300,Eastern Mediterranean
,Panama,8.538,-80.7821,5/17/2020,9606,275,6081,3250,Americas
,Papua New Guinea,-6.314993,143.95555,5/17/2020,8,0,8,0,Western Pacific
,Paraguay,-23.4425,-58.4438,5/17/2020,786,11,202,573,Americas
,Peru,-9.19,-75.0152,5/17/2020,92273,2648,28621,61004,Americas
,Philippines,12.879721,121.774017,5/17/2020,12513,824,2635,9054,Western Pacific
,Poland,51.9194,19.1451,5/17/2020,18529,925,7451,10153,Europe
,Portugal,39.3999,-8.2245,5/17/2020,29036,1218,4636,23182,Europe
,Qatar,25.3548,51.1839,5/17/2020,32604,15,4370,28219,Eastern Mediterranean
,Romania,45.9432,24.9668,5/17/2020,16871,1107,9890,5874,Europe
,Russia,61.52401,105.318756,5/17/2020,281752,2631,67373,211748,Europe
,Rwanda,-1.9403,29.8739,5/17/2020,292,0,197,95,Africa
,Saint Lucia,13.9094,-60.9789,5/17/2020,18,0,18,0,Americas
,Saint Vincent and the Grenadines,12.9843,-61.2872,5/17/2020,17,0,14,3,Americas
,San Marino,43.9424,12.4578,5/17/2020,654,41,201,412,Europe
,Saudi Arabia,23.885942,45.079162,5/17/2020,54752,312,25722,28718,Eastern Mediterranean
,Senegal,14.4974,-14.4524,5/17/2020,2480,25,973,1482,Africa
,Serbia,44.0165,21.0059,5/17/2020,10610,230,4713,5667,Europe
,Seychelles,-4.6796,55.492,5/17/2020,11,0,10,1,Africa
,Singapore,1.2833,103.8333,5/17/2020,28038,22,9340,18676,Western Pacific
,Slovakia,48.669,19.699,5/17/2020,1494,28,1163,303,Europe
,Slovenia,46.1512,14.9955,5/17/2020,1466,104,273,1089,Europe
,Somalia,5.152149,46.199616,5/17/2020,1421,56,152,1213,Eastern Mediterranean
,South Africa,-30.5595,22.9375,5/17/2020,15515,264,7006,8245,Africa
,Spain,40.463667,-3.74922,5/17/2020,230698,27563,146446,56689,Europe
,Sri Lanka,7.873054,80.771797,5/17/2020,981,9,538,434,South-East Asia
,Sudan,12.8628,30.2176,5/17/2020,2289,97,222,1970,Eastern Mediterranean
,Suriname,3.9193,-56.0278,5/17/2020,10,1,9,0,Americas
,Sweden,60.128161,18.643501,5/17/2020,30143,3679,0,26464,Europe
,Switzerland,46.8182,8.2275,5/17/2020,30587,1881,27500,1206,Europe
,Taiwan*,23.7,121,5/17/2020,440,7,395,38,Western Pacific
,Tanzania,-6.369028,34.888822,5/17/2020,509,21,183,305,Africa
,Thailand,15.870032,100.992541,5/17/2020,3028,56,2856,116,South-East Asia
,Togo,8.6195,0.8248,5/17/2020,301,11,104,186,Africa
,Trinidad and Tobago,10.6918,-61.2225,5/17/2020,116,8,107,1,Americas
,Tunisia,33.886917,9.537499,5/17/2020,1037,45,816,176,Eastern Mediterranean
,Turkey,38.9637,35.2433,5/17/2020,149435,4140,109962,35333,Europe
,Uganda,1.373333,32.290275,5/17/2020,227,0,63,164,Africa
,Ukraine,48.3794,31.1656,5/17/2020,18291,514,5116,12661,Europe
,United Arab Emirates,23.424076,53.847818,5/17/2020,23358,220,8512,14626,Eastern Mediterranean
Bermuda,United Kingdom,32.3078,-64.7505,5/17/2020,123,9,73,41,Europe
Cayman Islands,United Kingdom,19.3133,-81.2546,5/17/2020,94,1,55,38,Europe
Channel Islands,United Kingdom,49.3723,-2.3644,5/17/2020,554,43,458,53,Europe
Gibraltar,United Kingdom,36.1408,-5.3536,5/17/2020,147,0,145,2,Europe
Isle of Man,United Kingdom,54.2361,-4.5481,5/17/2020,335,24,285,26,Europe
Montserrat,United Kingdom,16.742498,-62.187366,5/17/2020,11,1,10,0,Europe
,United Kingdom,55.3781,-3.436,5/17/2020,229932,34678,0,195254,Europe
,Uruguay,-32.5228,-55.7658,5/17/2020,734,20,564,150,Americas
,US,40,-100,5/17/2020,1493132,90644,272265,1130223,Americas
,Uzbekistan,41.377491,64.585262,5/17/2020,2753,12,2247,494,Europe
,Venezuela,6.4238,-66.5897,5/17/2020,541,10,241,290,Americas
,Vietnam,14.058324,108.277199,5/17/2020,320,0,260,60,Western Pacific
,Zambia,-13.133897,27.849332,5/17/2020,753,7,188,558,Africa
,Zimbabwe,-19.015438,29.154857,5/17/2020,44,4,17,23,Africa
,Dominica,15.415,-61.371,5/17/2020,16,0,16,0,Americas
,Grenada,12.1165,-61.679,5/17/2020,22,0,14,8,Americas
,Mozambique,-18.665695,35.529562,5/17/2020,137,0,0,137,Africa
,Syria,34.802075,38.996815,5/17/2020,58,3,0,55,Eastern Mediterranean
,Timor-Leste,-8.874217,125.727539,5/17/2020,24,0,0,24,South-East Asia
,Belize,17.1899,-88.4976,5/17/2020,18,2,16,0,Americas
,Laos,19.85627,102.495496,5/17/2020,19,0,14,5,Western Pacific
,Libya,26.3351,17.228331,5/17/2020,65,3,35,27,Eastern Mediterranean
,West Bank and Gaza,31.9522,35.2332,5/17/2020,381,2,335,44,Eastern Mediterranean
,Guinea-Bissau,11.8037,-15.1804,5/17/2020,990,4,26,960,Africa
,Mali,17.570692,-3.996166,5/17/2020,860,52,494,314,Africa
,Saint Kitts and Nevis,17.357822,-62.782998,5/17/2020,15,0,14,1,Americas
Northwest Territories,Canada,64.8255,-124.8457,5/17/2020,5,0,0,5,Americas
Yukon,Canada,64.2823,-135,5/17/2020,11,0,0,11,Americas
,Kosovo,42.602636,20.902977,5/17/2020,955,29,691,235,Europe
,Burma,21.9162,95.956,5/17/2020,184,6,97,81,South-East Asia
Anguilla,United Kingdom,18.2206,-63.0686,5/17/2020,3,0,3,0,Europe
British Virgin Islands,United Kingdom,18.4207,-64.64,5/17/2020,8,1,6,1,Europe
Turks and Caicos Islands,United Kingdom,21.694,-71.7979,5/17/2020,12,1,10,1,Europe
,Botswana,-22.3285,24.6849,5/17/2020,25,1,17,7,Africa
,Burundi,-3.3731,29.9189,5/17/2020,23,1,15,7,Africa
,Sierra Leone,8.460555,-11.779889,5/17/2020,505,32,141,332,Africa
,Malawi,-13.2543,34.3015,5/17/2020,70,3,27,40,Africa
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,5/17/2020,13,0,13,0,Europe
Saint Pierre and Miquelon,France,46.8852,-56.3159,5/17/2020,1,0,1,0,Europe
,South Sudan,6.877,31.307,5/17/2020,290,4,4,282,Africa
,Western Sahara,24.2155,-12.8858,5/17/2020,6,0,6,0,Africa
,Sao Tome and Principe,0.1864,6.6131,5/17/2020,235,7,4,224,Africa
,Yemen,15.552727,48.516388,5/17/2020,128,20,1,107,Eastern Mediterranean
,Comoros,-11.6455,43.3333,5/17/2020,11,1,3,7,Africa
,Tajikistan,38.861,71.2761,5/17/2020,1524,39,0,1485,Europe
,Lesotho,-29.61,28.2336,5/17/2020,1,0,0,1,Africa
,Afghanistan,33.93911,67.709953,5/18/2020,7072,173,801,6098,Eastern Mediterranean
,Albania,41.1533,20.1683,5/18/2020,948,31,727,190,Europe
,Algeria,28.0339,1.6596,5/18/2020,7201,555,3625,3021,Africa
,Andorra,42.5063,1.5218,5/18/2020,761,51,624,86,Europe
,Angola,-11.2027,17.8739,5/18/2020,50,3,17,30,Africa
,Antigua and Barbuda,17.0608,-61.7964,5/18/2020,25,3,19,3,Americas
,Argentina,-38.4161,-63.6167,5/18/2020,8371,382,2625,5364,Americas
,Armenia,40.0691,45.0382,5/18/2020,4823,61,2019,2743,Europe
Australian Capital Territory,Australia,-35.4735,149.0124,5/18/2020,107,3,104,0,Western Pacific
New South Wales,Australia,-33.8688,151.2093,5/18/2020,3078,46,2614,418,Western Pacific
Northern Territory,Australia,-12.4634,130.8456,5/18/2020,29,0,27,2,Western Pacific
Queensland,Australia,-27.4698,153.0251,5/18/2020,1057,6,1039,12,Western Pacific
South Australia,Australia,-34.9285,138.6007,5/18/2020,439,4,435,0,Western Pacific
Tasmania,Australia,-42.8821,147.3272,5/18/2020,228,13,195,20,Western Pacific
Victoria,Australia,-37.8136,144.9631,5/18/2020,1573,18,1454,101,Western Pacific
Western Australia,Australia,-31.9505,115.8605,5/18/2020,557,9,545,3,Western Pacific
,Austria,47.5162,14.5501,5/18/2020,16269,629,14614,1026,Europe
,Azerbaijan,40.1431,47.5769,5/18/2020,3387,40,2055,1292,Europe
,Bahamas,25.025885,-78.035889,5/18/2020,96,11,43,42,Americas
,Bahrain,26.0275,50.55,5/18/2020,7184,12,2931,4241,Eastern Mediterranean
,Bangladesh,23.685,90.3563,5/18/2020,23870,349,4585,18936,South-East Asia
,Barbados,13.1939,-59.5432,5/18/2020,88,7,68,13,Americas
,Belarus,53.7098,27.9534,5/18/2020,30572,171,10130,20271,Europe
,Belgium,50.8333,4.469936,5/18/2020,55559,9080,14657,31822,Europe
,Benin,9.3077,2.3158,5/18/2020,339,2,83,254,Africa
,Bhutan,27.5142,90.4336,5/18/2020,21,0,5,16,South-East Asia
,Bolivia,-16.2902,-63.5887,5/18/2020,4263,174,503,3586,Americas
,Bosnia and Herzegovina,43.9159,17.6791,5/18/2020,2304,133,1464,707,Europe
,Brazil,-14.235,-51.9253,5/18/2020,255368,16853,100459,138056,Americas
,Brunei,4.5353,114.7277,5/18/2020,141,1,136,4,Western Pacific
,Bulgaria,42.7339,25.4858,5/18/2020,2235,110,612,1513,Europe
,Burkina Faso,12.2383,-1.5616,5/18/2020,796,51,652,93,Africa
,Cabo Verde,16.5388,-23.0418,5/18/2020,328,3,85,240,Africa
,Cambodia,11.55,104.9167,5/18/2020,122,0,122,0,Western Pacific
,Cameroon,3.848,11.5021,5/18/2020,3529,140,1567,1822,Africa
Alberta,Canada,53.9333,-116.5765,5/18/2020,6683,128,0,6555,Americas
British Columbia,Canada,53.7267,-127.6476,5/18/2020,2444,143,0,2301,Americas
Manitoba,Canada,53.7609,-98.8139,5/18/2020,290,7,0,283,Americas
New Brunswick,Canada,46.5653,-66.4619,5/18/2020,120,0,0,120,Americas
Newfoundland and Labrador,Canada,53.1355,-57.6604,5/18/2020,260,3,0,257,Americas
Nova Scotia,Canada,44.682,-63.7443,5/18/2020,1043,55,0,988,Americas
Ontario,Canada,51.2538,-85.3232,5/18/2020,24286,2019,0,22267,Americas
Prince Edward Island,Canada,46.5107,-63.4168,5/18/2020,27,0,0,27,Americas
Quebec,Canada,52.9399,-73.5491,5/18/2020,43636,3597,0,40039,Americas
Saskatchewan,Canada,52.9399,-106.4509,5/18/2020,592,7,0,585,Americas
,Central African Republic,6.6111,20.9394,5/18/2020,327,0,13,314,Africa
,Chad,15.4542,18.7322,5/18/2020,519,53,117,349,Africa
,Chile,-35.6751,-71.543,5/18/2020,54647,478,20165,34004,Americas
Anhui,China,31.8257,117.2264,5/18/2020,991,6,985,0,Western Pacific
Beijing,China,40.1824,116.4142,5/18/2020,593,9,578,6,Western Pacific
Chongqing,China,30.0572,107.874,5/18/2020,579,6,573,0,Western Pacific
Fujian,China,26.0789,117.9874,5/18/2020,356,1,355,0,Western Pacific
Gansu,China,35.7518,104.2861,5/18/2020,139,2,137,0,Western Pacific
Guangdong,China,23.3417,113.4244,5/18/2020,1590,8,1579,3,Western Pacific
Guangxi,China,23.8298,108.7881,5/18/2020,254,2,252,0,Western Pacific
Guizhou,China,26.8154,106.8748,5/18/2020,147,2,145,0,Western Pacific
Hainan,China,19.1959,109.7453,5/18/2020,169,6,162,1,Western Pacific
Hebei,China,39.549,116.1306,5/18/2020,328,6,0,322,Western Pacific
Heilongjiang,China,47.862,127.7615,5/18/2020,945,13,932,0,Western Pacific
Henan,China,37.8957,114.9042,5/18/2020,1276,22,0,1254,Western Pacific
Hong Kong,China,22.3,114.2,5/18/2020,1055,4,1025,26,Western Pacific
Hubei,China,30.9756,112.2707,5/18/2020,68135,4512,63616,7,Western Pacific
Hunan,China,27.6104,111.7088,5/18/2020,1019,4,1015,0,Western Pacific
Inner Mongolia,China,44.0935,113.9448,5/18/2020,216,1,196,19,Western Pacific
Jiangsu,China,32.9711,119.455,5/18/2020,653,0,653,0,Western Pacific
Jiangxi,China,27.614,115.7221,5/18/2020,937,1,936,0,Western Pacific
Jilin,China,43.6661,126.1923,5/18/2020,151,2,123,26,Western Pacific
Liaoning,China,41.2956,122.6085,5/18/2020,149,2,144,3,Western Pacific
Macau,China,22.1667,113.55,5/18/2020,45,0,44,1,Western Pacific
Ningxia,China,37.2692,106.1655,5/18/2020,75,0,75,0,Western Pacific
Qinghai,China,35.7452,95.9956,5/18/2020,18,0,18,0,Western Pacific
Shaanxi,China,35.1917,108.8701,5/18/2020,308,3,303,2,Western Pacific
Shandong,China,36.3427,118.1498,5/18/2020,788,7,780,1,Western Pacific
Shanghai,China,31.202,121.4491,5/18/2020,666,7,641,18,Western Pacific
Shanxi,China,37.5777,112.2922,5/18/2020,198,0,198,0,Western Pacific
Sichuan,China,30.6171,102.7103,5/18/2020,561,3,558,0,Western Pacific
Tianjin,China,39.3054,117.323,5/18/2020,192,3,187,2,Western Pacific
Tibet,China,31.6927,88.0924,5/18/2020,1,0,1,0,Western Pacific
Xinjiang,China,41.1129,85.2401,5/18/2020,76,3,73,0,Western Pacific
Yunnan,China,24.974,101.487,5/18/2020,185,2,183,0,Western Pacific
Zhejiang,China,29.1832,120.0934,5/18/2020,1268,1,1267,0,Western Pacific
,Colombia,4.5709,-74.2973,5/18/2020,16295,592,3903,11800,Americas
,Congo (Brazzaville),-0.228,15.8277,5/18/2020,412,15,110,287,Africa
,Congo (Kinshasa),-4.0383,21.7587,5/18/2020,1538,61,272,1205,Africa
,Costa Rica,9.7489,-83.7534,5/18/2020,866,10,575,281,Americas
,Cote d'Ivoire,7.54,-5.5471,5/18/2020,2119,28,1040,1051,Africa
,Croatia,45.1,15.2,5/18/2020,2228,95,1946,187,Europe
,Cuba,21.521757,-77.781167,5/18/2020,1881,79,1505,297,Americas
,Cyprus,35.1264,33.4299,5/18/2020,917,17,515,385,Europe
,Czechia,49.8175,15.473,5/18/2020,8586,297,5641,2648,Europe
Faroe Islands,Denmark,61.8926,-6.9118,5/18/2020,187,0,187,0,Europe
Greenland,Greenland,71.7069,-42.6043,5/18/2020,11,0,11,0,Europe
,Denmark,56.2639,9.5018,5/18/2020,10968,548,9301,1119,Europe
,Djibouti,11.8251,42.5903,5/18/2020,1518,7,1018,493,Eastern Mediterranean
,Dominican Republic,18.7357,-70.1627,5/18/2020,12725,434,6613,5678,Americas
,Ecuador,-1.8312,-78.1834,5/18/2020,33582,2799,3433,27350,Americas
,Egypt,26.820553,30.802498,5/18/2020,12764,645,3440,8679,Eastern Mediterranean
,El Salvador,13.7942,-88.8965,5/18/2020,1413,30,474,909,Americas
,Equatorial Guinea,1.6508,10.2679,5/18/2020,719,7,22,690,Africa
,Eritrea,15.1794,39.7823,5/18/2020,39,0,39,0,Africa
,Estonia,58.5953,25.0136,5/18/2020,1784,64,938,782,Europe
,Eswatini,-26.5225,31.4659,5/18/2020,205,2,78,125,Africa
,Ethiopia,9.145,40.4897,5/18/2020,352,5,116,231,Africa
,Fiji,-17.7134,178.065,5/18/2020,18,0,15,3,Western Pacific
,Finland,61.92411,25.748151,5/18/2020,6380,300,5000,1080,Europe
French Guiana,France,3.9339,-53.1258,5/18/2020,210,1,131,78,Europe
French Polynesia,France,-17.6797,149.4068,5/18/2020,60,0,60,0,Europe
Guadeloupe,France,16.265,-61.551,5/18/2020,155,13,109,33,Europe
Mayotte,France,-12.8275,45.166244,5/18/2020,1370,18,627,725,Europe
New Caledonia,France,-20.904305,165.618042,5/18/2020,18,0,18,0,Europe
Reunion,France,-21.1151,55.5364,5/18/2020,446,0,354,92,Europe
Saint Barthelemy,France,17.9,-62.8333,5/18/2020,6,0,6,0,Europe
St Martin,France,18.0708,-63.0501,5/18/2020,39,3,30,6,Europe
Martinique,France,14.6415,-61.0242,5/18/2020,192,14,91,87,Europe
,France,46.2276,2.2137,5/18/2020,177554,28193,60416,88945,Europe
,Gabon,-0.8037,11.6094,5/18/2020,1432,11,301,1120,Africa
,Gambia,13.4432,-15.3101,5/18/2020,24,1,13,10,Africa
,Georgia,42.3154,43.3569,5/18/2020,701,12,432,257,Europe
,Germany,51.165691,10.451526,5/18/2020,176551,8003,155041,13507,Europe
,Ghana,7.9465,-1.0232,5/18/2020,5735,29,1754,3952,Africa
,Greece,39.0742,21.8243,5/18/2020,2836,165,1374,1297,Europe
,Guatemala,15.7835,-90.2308,5/18/2020,1912,35,138,1739,Americas
,Guinea,9.9456,-9.6966,5/18/2020,2796,16,1263,1517,Africa
,Guyana,4.860416,-58.93018,5/18/2020,124,10,44,70,Americas
,Haiti,18.9712,-72.2852,5/18/2020,533,21,21,491,Americas
,Holy See,41.9029,12.4534,5/18/2020,12,0,2,10,Europe
,Honduras,15.2,-86.2419,5/18/2020,2798,146,340,2312,Americas
,Hungary,47.1625,19.5033,5/18/2020,3535,462,1400,1673,Europe
,Iceland,64.9631,-19.0208,5/18/2020,1802,10,1786,6,Europe
,India,20.593684,78.96288,5/18/2020,100328,3156,39233,57939,South-East Asia
,Indonesia,-0.7893,113.9213,5/18/2020,18010,1191,4324,12495,South-East Asia
,Iran,32.427908,53.688046,5/18/2020,122492,7057,95661,19774,Eastern Mediterranean
,Iraq,33.223191,43.679291,5/18/2020,3554,127,2310,1117,Eastern Mediterranean
,Ireland,53.1424,-7.6921,5/18/2020,24200,1547,19470,3183,Europe
,Israel,31.046051,34.851612,5/18/2020,16643,276,13253,3114,Europe
,Italy,41.87194,12.56738,5/18/2020,225886,32007,127326,66553,Europe
,Jamaica,18.1096,-77.2975,5/18/2020,520,9,131,380,Americas
,Japan,36.204824,138.252924,5/18/2020,16259,796,11564,3899,Western Pacific
,Jordan,31.24,36.51,5/18/2020,629,9,413,207,Eastern Mediterranean
,Kazakhstan,48.0196,66.9237,5/18/2020,6751,35,3469,3247,Europe
,Kenya,-0.0236,37.9062,5/18/2020,912,50,336,526,Africa
,South Korea,35.907757,127.766922,5/18/2020,11078,263,9938,877,Western Pacific
,Kuwait,29.31166,47.481766,5/18/2020,15691,118,4339,11234,Eastern Mediterranean
,Kyrgyzstan,41.20438,74.766098,5/18/2020,1216,14,827,375,Europe
,Latvia,56.8796,24.6032,5/18/2020,1009,19,662,328,Europe
,Lebanon,33.8547,35.8623,5/18/2020,931,26,251,654,Eastern Mediterranean
,Liberia,6.428055,-9.429499,5/18/2020,229,22,123,84,Africa
,Liechtenstein,47.14,9.55,5/18/2020,82,1,81,0,Europe
,Lithuania,55.1694,23.8813,5/18/2020,1547,59,997,491,Europe
,Luxembourg,49.8153,6.1296,5/18/2020,3947,107,3715,125,Europe
,Madagascar,-18.766947,46.869107,5/18/2020,322,1,119,202,Africa
,Malaysia,4.210484,101.975766,5/18/2020,6941,113,5615,1213,Western Pacific
,Maldives,3.2028,73.2207,5/18/2020,1106,4,58,1044,South-East Asia
,Malta,35.9375,14.3754,5/18/2020,558,6,456,96,Europe
,Mauritania,21.0079,-10.9408,5/18/2020,81,4,7,70,Africa
,Mauritius,-20.348404,57.552152,5/18/2020,332,10,322,0,Africa
,Mexico,23.6345,-102.5528,5/18/2020,51633,5332,35388,10913,Americas
,Moldova,47.4116,28.3699,5/18/2020,6138,217,2425,3496,Europe
,Monaco,43.7333,7.4167,5/18/2020,97,4,87,6,Europe
,Mongolia,46.8625,103.8467,5/18/2020,140,0,24,116,Western Pacific
,Montenegro,42.708678,19.37439,5/18/2020,324,9,311,4,Europe
,Morocco,31.7917,-7.0926,5/18/2020,6952,192,3758,3002,Eastern Mediterranean
,Namibia,-22.9576,18.4904,5/18/2020,16,0,13,3,Africa
,Nepal,28.1667,84.25,5/18/2020,375,2,36,337,South-East Asia
Aruba,Netherlands,12.5211,-69.9683,5/18/2020,101,3,93,5,Europe
Curacao,Netherlands,12.1696,-68.99,5/18/2020,16,1,14,1,Europe
Sint Maarten,Netherlands,18.0425,-63.0548,5/18/2020,77,15,54,8,Europe
,Netherlands,52.1326,5.2913,5/18/2020,44141,5694,0,38447,Europe
,New Zealand,-40.9006,174.886,5/18/2020,1499,21,1433,45,Western Pacific
,Nicaragua,12.865416,-85.207229,5/18/2020,25,8,7,10,Americas
,Niger,17.607789,8.081666,5/18/2020,909,55,714,140,Africa
,Nigeria,9.082,8.6753,5/18/2020,6175,191,1644,4340,Africa
,North Macedonia,41.6086,21.7453,5/18/2020,1817,104,1301,412,Europe
,Norway,60.472,8.4689,5/18/2020,8257,233,32,7992,Europe
,Oman,21.512583,55.923255,5/18/2020,5379,25,1496,3858,Eastern Mediterranean
,Pakistan,30.3753,69.3451,5/18/2020,43966,939,12489,30538,Eastern Mediterranean
,Panama,8.538,-80.7821,5/18/2020,9726,279,6081,3366,Americas
,Papua New Guinea,-6.314993,143.95555,5/18/2020,8,0,8,0,Western Pacific
,Paraguay,-23.4425,-58.4438,5/18/2020,788,11,219,558,Americas
,Peru,-9.19,-75.0152,5/18/2020,94933,2789,30306,61838,Americas
,Philippines,12.879721,121.774017,5/18/2020,12718,831,2729,9158,Western Pacific
,Poland,51.9194,19.1451,5/18/2020,18885,936,7628,10321,Europe
,Portugal,39.3999,-8.2245,5/18/2020,29209,1231,6430,21548,Europe
,Qatar,25.3548,51.1839,5/18/2020,33969,15,4899,29055,Eastern Mediterranean
,Romania,45.9432,24.9668,5/18/2020,17036,1120,9930,5986,Europe
,Russia,61.52401,105.318756,5/18/2020,290678,2722,70209,217747,Europe
,Rwanda,-1.9403,29.8739,5/18/2020,297,0,203,94,Africa
,Saint Lucia,13.9094,-60.9789,5/18/2020,18,0,18,0,Americas
,Saint Vincent and the Grenadines,12.9843,-61.2872,5/18/2020,17,0,14,3,Americas
,San Marino,43.9424,12.4578,5/18/2020,654,41,203,410,Europe
,Saudi Arabia,23.885942,45.079162,5/18/2020,57345,320,28748,28277,Eastern Mediterranean
,Senegal,14.4974,-14.4524,5/18/2020,2544,26,1076,1442,Africa
,Serbia,44.0165,21.0059,5/18/2020,10699,231,4799,5669,Europe
,Seychelles,-4.6796,55.492,5/18/2020,11,0,11,0,Africa
,Singapore,1.2833,103.8333,5/18/2020,28343,22,9835,18486,Western Pacific
,Slovakia,48.669,19.699,5/18/2020,1495,28,1185,282,Europe
,Slovenia,46.1512,14.9955,5/18/2020,1466,104,1335,27,Europe
,Somalia,5.152149,46.199616,5/18/2020,1455,57,163,1235,Eastern Mediterranean
,South Africa,-30.5595,22.9375,5/18/2020,16433,286,7298,8849,Africa
,Spain,40.463667,-3.74922,5/18/2020,231606,27709,150376,53521,Europe
,Sri Lanka,7.873054,80.771797,5/18/2020,992,9,559,424,South-East Asia
,Sudan,12.8628,30.2176,5/18/2020,2591,105,247,2239,Eastern Mediterranean
,Suriname,3.9193,-56.0278,5/18/2020,11,1,9,1,Americas
,Sweden,60.128161,18.643501,5/18/2020,30377,3698,0,26679,Europe
,Switzerland,46.8182,8.2275,5/18/2020,30597,1886,27600,1111,Europe
,Taiwan*,23.7,121,5/18/2020,440,7,398,35,Western Pacific
,Tanzania,-6.369028,34.888822,5/18/2020,509,21,183,305,Africa
,Thailand,15.870032,100.992541,5/18/2020,3031,56,2857,118,South-East Asia
,Togo,8.6195,0.8248,5/18/2020,330,12,106,212,Africa
,Trinidad and Tobago,10.6918,-61.2225,5/18/2020,116,8,107,1,Americas
,Tunisia,33.886917,9.537499,5/18/2020,1043,46,819,178,Eastern Mediterranean
,Turkey,38.9637,35.2433,5/18/2020,150593,4171,111577,34845,Europe
,Uganda,1.373333,32.290275,5/18/2020,248,0,63,185,Africa
,Ukraine,48.3794,31.1656,5/18/2020,18616,535,5276,12805,Europe
,United Arab Emirates,23.424076,53.847818,5/18/2020,24190,224,9577,14389,Eastern Mediterranean
Bermuda,United Kingdom,32.3078,-64.7505,5/18/2020,125,9,77,39,Europe
Cayman Islands,United Kingdom,19.3133,-81.2546,5/18/2020,94,1,55,38,Europe
Channel Islands,United Kingdom,49.3723,-2.3644,5/18/2020,555,43,475,37,Europe
Gibraltar,United Kingdom,36.1408,-5.3536,5/18/2020,147,0,145,2,Europe
Isle of Man,United Kingdom,54.2361,-4.5481,5/18/2020,335,24,296,15,Europe
Montserrat,United Kingdom,16.742498,-62.187366,5/18/2020,11,1,10,0,Europe
,United Kingdom,55.3781,-3.436,5/18/2020,232506,34838,0,197668,Europe
,Uruguay,-32.5228,-55.7658,5/18/2020,737,20,569,148,Americas
,US,40,-100,5/18/2020,1514901,91414,283178,1140309,Americas
,Uzbekistan,41.377491,64.585262,5/18/2020,2791,13,2314,464,Europe
,Venezuela,6.4238,-66.5897,5/18/2020,618,10,253,355,Americas
,Vietnam,14.058324,108.277199,5/18/2020,324,0,263,61,Western Pacific
,Zambia,-13.133897,27.849332,5/18/2020,761,7,192,562,Africa
,Zimbabwe,-19.015438,29.154857,5/18/2020,46,4,18,24,Africa
,Dominica,15.415,-61.371,5/18/2020,16,0,16,0,Americas
,Grenada,12.1165,-61.679,5/18/2020,22,0,14,8,Americas
,Mozambique,-18.665695,35.529562,5/18/2020,145,0,0,145,Africa
,Syria,34.802075,38.996815,5/18/2020,58,3,0,55,Eastern Mediterranean
,Timor-Leste,-8.874217,125.727539,5/18/2020,24,0,0,24,South-East Asia
,Belize,17.1899,-88.4976,5/18/2020,18,2,16,0,Americas
,Laos,19.85627,102.495496,5/18/2020,19,0,14,5,Western Pacific
,Libya,26.3351,17.228331,5/18/2020,65,3,35,27,Eastern Mediterranean
,West Bank and Gaza,31.9522,35.2332,5/18/2020,388,2,337,49,Eastern Mediterranean
,Guinea-Bissau,11.8037,-15.1804,5/18/2020,1032,4,38,990,Africa
,Mali,17.570692,-3.996166,5/18/2020,874,52,512,310,Africa
,Saint Kitts and Nevis,17.357822,-62.782998,5/18/2020,15,0,14,1,Americas
Northwest Territories,Canada,64.8255,-124.8457,5/18/2020,5,0,0,5,Americas
Yukon,Canada,64.2823,-135,5/18/2020,11,0,0,11,Americas
,Kosovo,42.602636,20.902977,5/18/2020,955,29,691,235,Europe
,Burma,21.9162,95.956,5/18/2020,191,6,101,84,South-East Asia
